Year,Series,Value
2019,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",20.0
2022,"[ILO] Proportion of population covered by at least one social protection benefit, by sex (%)",19.9
2015,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",4.0
2019,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",1.0
2022,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",27.1
2022,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",5.4
2011,[World Bank] Proportion of population covered by labour market programs (%),4.0
2011,[World Bank] Proportion of population covered by labour market programs (%),2.0
2018,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),0.9
2019,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),3.0
2004,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",10.0
2010,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",23.5
2019,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",29.9
2022,"[ILO] Proportion of population above statutory pensionable age receiving a pension, by sex (%)",25.3
2019,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",32.0
2022,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",8.3
2011,[World Bank] Proportion of population covered by social assistance programs (%),5.0
2011,[World Bank] Proportion of population covered by social assistance programs (%),8.0
2018,[World Bank] Proportion of population covered by social assistance programs (%),32.0
2018,[World Bank] Proportion of population covered by social assistance programs (%),23.0
2021,[World Bank] Proportion of population covered by social assistance programs (%),27.0
2021,[World Bank] Proportion of population covered by social assistance programs (%),39.0
2011,[World Bank] Proportion of population covered by social insurance programs (%),1.0
2011,[World Bank] Proportion of population covered by social insurance programs (%),8.0
2018,[World Bank] Proportion of population covered by social insurance programs (%),9.0
2018,[World Bank] Proportion of population covered by social insurance programs (%),3.0
2021,[World Bank] Proportion of population covered by social insurance programs (%),1.0
2021,[World Bank] Proportion of population covered by social insurance programs (%),9.0
2019,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",0.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",0.0
2022,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",0.0
2019,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",17.0
2022,"[ILO] Proportion of vulnerable population receiving social assistance cash benefit, by sex (%)",15.4
2019,"[ILO] Proportion of employed population covered in the event of work injury, by sex (%)",10.0
