Year,Series,Value
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",9.04
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.0431
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",11.9425
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.477
2000,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.788
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.7364
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.903
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.7393
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.8987
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2005,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.7259
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.706
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.7344
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.0438
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.7672
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2010,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",6.1507
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",6.1439
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6908
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.7603
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.0569
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.6483
2011,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.6368
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.7717
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6778
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.127
2012,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.6575
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.7825
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.6049
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6674
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.0833
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.6542
2013,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.6528
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4439
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.6421
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.7752
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6646
2014,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.1222
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.6113
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.8362
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6509
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.0851
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.5939
2015,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4439
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.8717
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.7163
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.0707
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.5929
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2016,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.6009
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.7504
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.4883
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.5808
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.8275
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.4214
2017,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",1.9175
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",2.4438
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.4686
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",5.767
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.7065
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.8097
2018,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.5961
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.7017
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",6.5577
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.6228
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.5645
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.5287
2019,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.3626
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",4.7024
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",6.5577
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.3626
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.515
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",7.5351
2020,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",3.5663
2021,"Average tariff applied by developed countries, most-favored nation status, by type of product (%)",10.5274
