Year,Series,Value
2000,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2001,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2002,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2003,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",27.7
2004,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2005,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",52.91
2006,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2007,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2008,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",134.0
2009,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",264.0
2010,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",22.0
2011,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2012,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",817.5
2013,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",132.0
2014,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",337.0
2015,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",320.15
2016,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",75.51
2017,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",113.9
2018,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",493.6
2019,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",53.9
2020,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal",0.0
2000,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2001,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2002,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2003,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",38.4963
2004,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2005,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",69.2648
2006,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2007,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2008,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",159.1161
2009,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",314.601
2010,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",25.7937
2011,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",0.0
2012,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",910.3026
2013,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",144.8626
2014,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",363.9349
2015,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",345.3285
2016,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",80.4338
2017,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",118.7966
2018,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",502.545
2019,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real",53.9
