Year,Series,Value
2000,Forest area as a proportion of total land area (%),46.94
2010,Forest area as a proportion of total land area (%),46.14
2015,Forest area as a proportion of total land area (%),45.73
2020,Forest area as a proportion of total land area (%),45.33
2000,Forest area (thousands of hectares),9037.91
2010,Forest area (thousands of hectares),8882.46
2015,Forest area (thousands of hectares),8804.74
2020,Forest area (thousands of hectares),8727.02
2000,Land area (thousands of hectares),19253.0
2010,Land area (thousands of hectares),19253.0
2015,Land area (thousands of hectares),19253.0
2020,Land area (thousands of hectares),19253.0
