Year,Series,Value
2014,"Electronic waste recycled, per capita (Kg)",1.7693
2015,"Electronic waste recycled, per capita (Kg)",3.0188
2016,"Electronic waste recycled, per capita (Kg)",1.4068
2017,"Electronic waste recycled, per capita (Kg)",0.6766
2014,Proportion of electronic waste recycled (%),1.3903
2015,Proportion of electronic waste recycled (%),2.0424
2016,Proportion of electronic waste recycled (%),0.6858
2017,Proportion of electronic waste recycled (%),0.2374
2014,Electronic waste recycled (Tonnes),25040.0009
2015,Electronic waste recycled (Tonnes),44055.0003
2016,Electronic waste recycled (Tonnes),21150.9991
2017,Electronic waste recycled (Tonnes),10470.0003
2015,Municipal waste recycled (Tonnes),488583.7097
