Year,Series,Value
2023,"Proportion of schools with basic handwashing facilities, by education level (%) - LOWSEC",83.4761
2024,"Proportion of schools with basic handwashing facilities, by education level (%) - LOWSEC",45.3528
2019,"Proportion of schools with basic handwashing facilities, by education level (%) - PRIMAR",40.2591
2021,"Proportion of schools with basic handwashing facilities, by education level (%) - PRIMAR",93.9933
2022,"Proportion of schools with basic handwashing facilities, by education level (%) - PRIMAR",84.2857
2023,"Proportion of schools with basic handwashing facilities, by education level (%) - PRIMAR",76.6149
2024,"Proportion of schools with basic handwashing facilities, by education level (%) - PRIMAR",62.3916
2024,"Proportion of schools with basic handwashing facilities, by education level (%) - UPPSEC",45.3333
2019,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",81.1603
2020,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",73.6049
2021,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",83.0148
2022,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",84.0259
2023,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",98.2864
2024,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - LOWSEC",64.0876
2019,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",27.2648
2020,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",28.5035
2021,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",18.6097
2022,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",18.7625
2023,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",23.4211
2024,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - PRIMAR",12.5391
2019,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SECOND",82.5316
2020,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SECOND",79.4046
2021,"Proportion of schools with access to computers for pedagogical purposes, by education level (%) - SECOND",84.7331
