Year,Series,Value
2014,"Electronic waste collected, per capita (KG)",1.7693
2015,"Electronic waste collected, per capita (KG)",3.0188
2016,"Electronic waste collected, per capita (KG)",1.4068
2017,"Electronic waste collected, per capita (KG)",0.6766
2014,Proportion of electronic waste collected (%),1.3903
2015,Proportion of electronic waste collected (%),2.0424
2016,Proportion of electronic waste collected (%),0.6858
2017,Proportion of electronic waste collected (%),0.2374
2014,Electronic waste collected (Tonnes),25040.0009
2015,Electronic waste collected (Tonnes),44055.0003
2016,Electronic waste collected (Tonnes),21150.9991
2017,Electronic waste collected (Tonnes),10470.0003
2005,"Electronic waste generated, per capita (Kg)",41.2978
2006,"Electronic waste generated, per capita (Kg)",35.9997
2007,"Electronic waste generated, per capita (Kg)",56.9227
2008,"Electronic waste generated, per capita (Kg)",72.3714
2009,"Electronic waste generated, per capita (Kg)",94.4284
2010,"Electronic waste generated, per capita (Kg)",121.9588
2011,"Electronic waste generated, per capita (Kg)",155.9546
2012,"Electronic waste generated, per capita (Kg)",94.587
2013,"Electronic waste generated, per capita (Kg)",109.7671
2014,"Electronic waste generated, per capita (Kg)",127.2603
2015,"Electronic waste generated, per capita (Kg)",147.8073
2016,"Electronic waste generated, per capita (Kg)",205.1279
2017,"Electronic waste generated, per capita (Kg)",284.9758
2005,Electronic waste generated (Tonnes),464000.0
2006,Electronic waste generated (Tonnes),414000.0
2007,Electronic waste generated (Tonnes),670000.0
2008,Electronic waste generated (Tonnes),872000.0
2009,Electronic waste generated (Tonnes),1165000.0
2010,Electronic waste generated (Tonnes),1541000.0
2011,Electronic waste generated (Tonnes),2021000.0
2012,Electronic waste generated (Tonnes),1259000.0
2013,Electronic waste generated (Tonnes),1505000.0
2014,Electronic waste generated (Tonnes),1801000.0
2015,Electronic waste generated (Tonnes),2157000.0
2016,Electronic waste generated (Tonnes),3084000.0
2017,Electronic waste generated (Tonnes),4410000.0
2000,Municipal waste collected (Tonnes),392000.0
2005,Municipal waste collected (Tonnes),465000.0
2015,Municipal waste treated by type of treatment (Tonnes),788078.125
2015,Municipal waste treated by type of treatment (Tonnes),315540.4968
2015,Municipal waste treated by type of treatment (Tonnes),732717.2241
2000,"Total waste generation, by activity (Tonnes)",1748800.049
2001,"Total waste generation, by activity (Tonnes)",1789000.0
2002,"Total waste generation, by activity (Tonnes)",1817000.0
2003,"Total waste generation, by activity (Tonnes)",1848300.049
2004,"Total waste generation, by activity (Tonnes)",1928000.0
2005,"Total waste generation, by activity (Tonnes)",1985599.976
2006,"Total waste generation, by activity (Tonnes)",2040800.049
2007,"Total waste generation, by activity (Tonnes)",2097600.098
