Year,Value
2000,24.0
2001,24.0
2002,25.0
2003,25.0
2004,23.0
2005,25.0
2006,31.0
2007,34.0
2008,36.0
2009,39.0
2010,39.0
2011,40.0
2012,40.0
2013,42.0
2014,41.0
2015,42.0
2016,46.0
2017,47.0
2018,47.0
2019,50.0
2020,49.0
2021,48.0
2022,49.0
2023,48.0
