Year,Series,Value
2015,"[PROXY] Progress toward productive and sustainable agriculture, current status score",2.71
2016,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.29
2017,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.0
2018,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.14
2019,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.14
2020,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.14
2021,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.0
2022,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.0
2023,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.0
2024,"[PROXY] Progress toward productive and sustainable agriculture, current status score",3.0
2015,"[PROXY] Progress toward productive and sustainable agriculture, trend score",3.14
2016,"[PROXY] Progress toward productive and sustainable agriculture, trend score",3.29
2017,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.57
2018,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.57
2019,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
2020,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
2021,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
2022,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
2023,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
2024,"[PROXY] Progress toward productive and sustainable agriculture, trend score",4.43
