Year,Series,Value
2002,Youth/adult literacy rate (%) - 15-24,58.49
2002,Youth/adult literacy rate (%) - 15-24,40.97
2002,Youth/adult literacy rate (%) - 15-24,49.12
2006,Youth/adult literacy rate (%) - 15-24,44.54
2006,Youth/adult literacy rate (%) - 15-24,58.13
2006,Youth/adult literacy rate (%) - 15-24,50.85
2009,Youth/adult literacy rate (%) - 15-24,63.35
2009,Youth/adult literacy rate (%) - 15-24,72.5
2009,Youth/adult literacy rate (%) - 15-24,54.62
2011,Youth/adult literacy rate (%) - 15-24,73.73
2011,Youth/adult literacy rate (%) - 15-24,58.74
2011,Youth/adult literacy rate (%) - 15-24,65.78
2013,Youth/adult literacy rate (%) - 15-24,56.94
2013,Youth/adult literacy rate (%) - 15-24,62.83
2013,Youth/adult literacy rate (%) - 15-24,51.15
2015,Youth/adult literacy rate (%) - 15-24,65.79
2015,Youth/adult literacy rate (%) - 15-24,56.88
2015,Youth/adult literacy rate (%) - 15-24,61.29
2016,Youth/adult literacy rate (%) - 15-24,64.52
2016,Youth/adult literacy rate (%) - 15-24,59.89
2016,Youth/adult literacy rate (%) - 15-24,69.41
2017,Youth/adult literacy rate (%) - 15-24,75.58
2017,Youth/adult literacy rate (%) - 15-24,63.5
2017,Youth/adult literacy rate (%) - 15-24,69.48
2018,Youth/adult literacy rate (%) - 15-24,66.22
2018,Youth/adult literacy rate (%) - 15-24,65.69
2018,Youth/adult literacy rate (%) - 15-24,65.96
2019,Youth/adult literacy rate (%) - 15-24,64.03
2019,Youth/adult literacy rate (%) - 15-24,68.82
2019,Youth/adult literacy rate (%) - 15-24,66.5
2023,Youth/adult literacy rate (%) - 15-24,65.6
2023,Youth/adult literacy rate (%) - 15-24,67.45
2023,Youth/adult literacy rate (%) - 15-24,69.27
2002,Youth/adult literacy rate (%) - 15-99,51.05
2002,Youth/adult literacy rate (%) - 15-99,29.25
2002,Youth/adult literacy rate (%) - 15-99,39.28
2006,Youth/adult literacy rate (%) - 15-99,32.99
2006,Youth/adult literacy rate (%) - 15-99,52.26
2006,Youth/adult literacy rate (%) - 15-99,41.89
2009,Youth/adult literacy rate (%) - 15-99,48.04
2009,Youth/adult literacy rate (%) - 15-99,59.78
2009,Youth/adult literacy rate (%) - 15-99,37.42
2011,Youth/adult literacy rate (%) - 15-99,40.25
2011,Youth/adult literacy rate (%) - 15-99,66.04
2011,Youth/adult literacy rate (%) - 15-99,51.81
2013,Youth/adult literacy rate (%) - 15-99,43.53
2013,Youth/adult literacy rate (%) - 15-99,53.9
2013,Youth/adult literacy rate (%) - 15-99,33.76
2015,Youth/adult literacy rate (%) - 15-99,35.17
2015,Youth/adult literacy rate (%) - 15-99,54.18
2015,Youth/adult literacy rate (%) - 15-99,43.59
2016,Youth/adult literacy rate (%) - 15-99,46.1
2016,Youth/adult literacy rate (%) - 15-99,56.81
2016,Youth/adult literacy rate (%) - 15-99,37.67
2017,Youth/adult literacy rate (%) - 15-99,39.8
2017,Youth/adult literacy rate (%) - 15-99,64.81
2017,Youth/adult literacy rate (%) - 15-99,51.9
2018,Youth/adult literacy rate (%) - 15-99,54.47
2018,Youth/adult literacy rate (%) - 15-99,40.58
2018,Youth/adult literacy rate (%) - 15-99,46.61
2019,Youth/adult literacy rate (%) - 15-99,38.52
2019,Youth/adult literacy rate (%) - 15-99,57.47
2019,Youth/adult literacy rate (%) - 15-99,46.83
2023,Youth/adult literacy rate (%) - 15-99,50.36
2023,Youth/adult literacy rate (%) - 15-99,41.5
2023,Youth/adult literacy rate (%) - 15-99,61.47
2002,Youth/adult literacy rate (%) - 25-64,49.38
2002,Youth/adult literacy rate (%) - 25-64,24.09
2002,Youth/adult literacy rate (%) - 25-64,35.45
2006,Youth/adult literacy rate (%) - 25-64,28.32
2006,Youth/adult literacy rate (%) - 25-64,51.66
2006,Youth/adult literacy rate (%) - 25-64,38.83
2009,Youth/adult literacy rate (%) - 25-64,42.35
2009,Youth/adult literacy rate (%) - 25-64,56.31
2009,Youth/adult literacy rate (%) - 25-64,30.61
2011,Youth/adult literacy rate (%) - 25-64,33.95
2011,Youth/adult literacy rate (%) - 25-64,64.36
2011,Youth/adult literacy rate (%) - 25-64,47.09
2013,Youth/adult literacy rate (%) - 25-64,38.19
2013,Youth/adult literacy rate (%) - 25-64,50.4
2013,Youth/adult literacy rate (%) - 25-64,26.93
2015,Youth/adult literacy rate (%) - 25-64,27.44
2015,Youth/adult literacy rate (%) - 25-64,50.67
2015,Youth/adult literacy rate (%) - 25-64,37.41
2016,Youth/adult literacy rate (%) - 25-64,39.59
2016,Youth/adult literacy rate (%) - 25-64,29.26
2016,Youth/adult literacy rate (%) - 25-64,53.43
2017,Youth/adult literacy rate (%) - 25-64,60.3
2017,Youth/adult literacy rate (%) - 25-64,29.33
2017,Youth/adult literacy rate (%) - 25-64,43.96
2018,Youth/adult literacy rate (%) - 25-64,32.66
2018,Youth/adult literacy rate (%) - 25-64,40.82
2018,Youth/adult literacy rate (%) - 25-64,52.15
2019,Youth/adult literacy rate (%) - 25-64,29.85
2019,Youth/adult literacy rate (%) - 25-64,40.3
2019,Youth/adult literacy rate (%) - 25-64,55.04
2023,Youth/adult literacy rate (%) - 25-64,44.59
2023,Youth/adult literacy rate (%) - 25-64,60.2
2023,Youth/adult literacy rate (%) - 25-64,32.9
2002,Youth/adult literacy rate (%) - 65-99,3.56
2002,Youth/adult literacy rate (%) - 65-99,24.39
2002,Youth/adult literacy rate (%) - 65-99,14.3
2006,Youth/adult literacy rate (%) - 65-99,5.8
2006,Youth/adult literacy rate (%) - 65-99,18.58
2006,Youth/adult literacy rate (%) - 65-99,29.2
2009,Youth/adult literacy rate (%) - 65-99,9.72
2009,Youth/adult literacy rate (%) - 65-99,20.41
2009,Youth/adult literacy rate (%) - 65-99,29.82
2011,Youth/adult literacy rate (%) - 65-99,43.59
2011,Youth/adult literacy rate (%) - 65-99,25.03
2011,Youth/adult literacy rate (%) - 65-99,8.2
2013,Youth/adult literacy rate (%) - 65-99,7.13
2013,Youth/adult literacy rate (%) - 65-99,21.58
2013,Youth/adult literacy rate (%) - 65-99,37.08
2015,Youth/adult literacy rate (%) - 65-99,28.22
2015,Youth/adult literacy rate (%) - 65-99,16.83
2015,Youth/adult literacy rate (%) - 65-99,7.12
2016,Youth/adult literacy rate (%) - 65-99,9.0
2016,Youth/adult literacy rate (%) - 65-99,17.46
2016,Youth/adult literacy rate (%) - 65-99,26.47
2017,Youth/adult literacy rate (%) - 65-99,46.21
2017,Youth/adult literacy rate (%) - 65-99,27.67
2017,Youth/adult literacy rate (%) - 65-99,7.29
2018,Youth/adult literacy rate (%) - 65-99,8.46
2018,Youth/adult literacy rate (%) - 65-99,17.29
