Year,Value,Series
2005,1764.0,Number of people affected by disaster (number)
2006,795.0,Number of people affected by disaster (number)
2007,589.0,Number of people affected by disaster (number)
2008,164.0,Number of people affected by disaster (number)
2009,791.0,Number of people affected by disaster (number)
2010,791.0,Number of people affected by disaster (number)
2011,1150.0,Number of people affected by disaster (number)
2012,553.0,Number of people affected by disaster (number)
2013,747.0,Number of people affected by disaster (number)
2014,837.0,Number of people affected by disaster (number)
2015,3.0,Number of people affected by disaster (number)
2005,15.7003,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2006,6.913,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2007,5.0041,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2008,1.3611,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2009,6.4114,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2010,6.2602,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2011,8.8742,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2012,4.1546,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2013,5.4482,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2014,5.9143,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2015,0.0206,"Number of directly affected persons attributed to disasters per 100,000 population (number)"
2005,1764.0,Number of injured or ill people attributed to disasters (number)
2006,795.0,Number of injured or ill people attributed to disasters (number)
2007,589.0,Number of injured or ill people attributed to disasters (number)
2008,164.0,Number of injured or ill people attributed to disasters (number)
2009,791.0,Number of injured or ill people attributed to disasters (number)
2010,791.0,Number of injured or ill people attributed to disasters (number)
2011,1150.0,Number of injured or ill people attributed to disasters (number)
2012,553.0,Number of injured or ill people attributed to disasters (number)
2013,747.0,Number of injured or ill people attributed to disasters (number)
2014,837.0,Number of injured or ill people attributed to disasters (number)
2015,3.0,Number of injured or ill people attributed to disasters (number)
2005,4.0,Number of missing persons due to disaster (number)
2006,22.0,Number of missing persons due to disaster (number)
2009,4.0,Number of missing persons due to disaster (number)
2010,2.0,Number of missing persons due to disaster (number)
2011,4.0,Number of missing persons due to disaster (number)
2012,8.0,Number of missing persons due to disaster (number)
2013,73.0,Number of missing persons due to disaster (number)
2014,43.0,Number of missing persons due to disaster (number)
2015,3.0,Number of missing persons due to disaster (number)
2005,81.0,Number of deaths and missing persons attributed to disasters (number)
2006,75.0,Number of deaths and missing persons attributed to disasters (number)
2007,113.0,Number of deaths and missing persons attributed to disasters (number)
2008,44.0,Number of deaths and missing persons attributed to disasters (number)
2009,73.0,Number of deaths and missing persons attributed to disasters (number)
2010,217.0,Number of deaths and missing persons attributed to disasters (number)
2011,197.0,Number of deaths and missing persons attributed to disasters (number)
2012,299.0,Number of deaths and missing persons attributed to disasters (number)
2013,683.0,Number of deaths and missing persons attributed to disasters (number)
2014,600.0,Number of deaths and missing persons attributed to disasters (number)
2015,4.0,Number of deaths and missing persons attributed to disasters (number)
2005,77.0,Number of deaths due to disaster (number)
2006,53.0,Number of deaths due to disaster (number)
2007,113.0,Number of deaths due to disaster (number)
2008,44.0,Number of deaths due to disaster (number)
2009,69.0,Number of deaths due to disaster (number)
2010,215.0,Number of deaths due to disaster (number)
2011,193.0,Number of deaths due to disaster (number)
2012,291.0,Number of deaths due to disaster (number)
2013,610.0,Number of deaths due to disaster (number)
2014,557.0,Number of deaths due to disaster (number)
2015,1.0,Number of deaths due to disaster (number)
2005,0.7209,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2006,0.6522,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2007,0.96,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2008,0.3652,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2009,0.5917,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2010,1.7174,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2011,1.5202,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2012,2.2463,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2013,4.9815,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2014,4.2397,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2015,0.0274,"Number of deaths and missing persons attributed to disasters per 100,000 population (number)"
2005,12996.0,Number of people whose damaged dwellings were attributed to disasters (number)
2006,200.0,Number of people whose damaged dwellings were attributed to disasters (number)
2007,776.0,Number of people whose damaged dwellings were attributed to disasters (number)
2008,100148.0,Number of people whose damaged dwellings were attributed to disasters (number)
2009,112236.0,Number of people whose damaged dwellings were attributed to disasters (number)
2010,3028.0,Number of people whose damaged dwellings were attributed to disasters (number)
2011,1580.0,Number of people whose damaged dwellings were attributed to disasters (number)
2012,2328.0,Number of people whose damaged dwellings were attributed to disasters (number)
2013,38580.0,Number of people whose damaged dwellings were attributed to disasters (number)
2014,7492.0,Number of people whose damaged dwellings were attributed to disasters (number)
2005,4.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2006,36.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2008,4.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2009,4.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2010,220.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2011,128.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2012,60.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2013,1044.0,Number of people whose destroyed dwellings were attributed to disasters (number)
2014,328.0,Number of people whose destroyed dwellings were attributed to disasters (number)
