Year,Value,Series
2000,24.8069,"Proportion of population practicing open defecation, by urban/rural (%)"
2001,24.0211,"Proportion of population practicing open defecation, by urban/rural (%)"
2002,23.2387,"Proportion of population practicing open defecation, by urban/rural (%)"
2003,22.4112,"Proportion of population practicing open defecation, by urban/rural (%)"
2004,21.553,"Proportion of population practicing open defecation, by urban/rural (%)"
2005,20.7035,"Proportion of population practicing open defecation, by urban/rural (%)"
2006,19.8621,"Proportion of population practicing open defecation, by urban/rural (%)"
2007,19.029,"Proportion of population practicing open defecation, by urban/rural (%)"
2008,18.2044,"Proportion of population practicing open defecation, by urban/rural (%)"
2009,17.3886,"Proportion of population practicing open defecation, by urban/rural (%)"
2010,16.581,"Proportion of population practicing open defecation, by urban/rural (%)"
2011,15.7819,"Proportion of population practicing open defecation, by urban/rural (%)"
2012,14.9916,"Proportion of population practicing open defecation, by urban/rural (%)"
2013,14.2099,"Proportion of population practicing open defecation, by urban/rural (%)"
2014,13.4369,"Proportion of population practicing open defecation, by urban/rural (%)"
2015,12.6709,"Proportion of population practicing open defecation, by urban/rural (%)"
2016,11.9124,"Proportion of population practicing open defecation, by urban/rural (%)"
2017,11.1614,"Proportion of population practicing open defecation, by urban/rural (%)"
2018,10.4184,"Proportion of population practicing open defecation, by urban/rural (%)"
2019,9.6837,"Proportion of population practicing open defecation, by urban/rural (%)"
2020,8.9576,"Proportion of population practicing open defecation, by urban/rural (%)"
2021,8.2402,"Proportion of population practicing open defecation, by urban/rural (%)"
2022,7.5319,"Proportion of population practicing open defecation, by urban/rural (%)"
2023,6.8332,"Proportion of population practicing open defecation, by urban/rural (%)"
2024,6.1441,"Proportion of population practicing open defecation, by urban/rural (%)"
2011,19.2721,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2012,19.4024,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2013,19.5331,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2014,19.664,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2015,19.7978,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2016,20.6548,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2017,21.4966,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2018,22.3219,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2019,23.1307,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2020,23.922,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2021,24.6955,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2022,25.4506,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2023,26.1866,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2024,26.9032,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)"
2000,14.6423,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2001,14.9892,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2002,15.3584,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2003,15.7344,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2004,16.1141,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2005,16.4919,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2006,16.8677,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2007,17.2416,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2008,17.6134,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2009,17.983,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2010,18.6883,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2011,19.4091,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2012,20.145,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2013,20.8959,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2014,21.6618,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2015,22.4423,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2016,23.2372,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2017,24.0461,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2018,24.8689,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2019,25.7051,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2020,26.5545,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2021,27.4166,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2022,28.2912,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2023,29.1778,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
2024,30.0762,"Proportion of population using safely managed sanitation services, by urban/rural (%)"
