Year,Value,Series
2000,46.94,Forest area as a proportion of total land area (%)
2010,46.14,Forest area as a proportion of total land area (%)
2015,45.73,Forest area as a proportion of total land area (%)
2020,45.33,Forest area as a proportion of total land area (%)
2000,9037.91,Forest area (thousands of hectares)
2010,8882.46,Forest area (thousands of hectares)
2015,8804.74,Forest area (thousands of hectares)
2020,8727.02,Forest area (thousands of hectares)
2000,19253.0,Land area (thousands of hectares)
2010,19253.0,Land area (thousands of hectares)
2015,19253.0,Land area (thousands of hectares)
2020,19253.0,Land area (thousands of hectares)
