Year,Value,Series
2000,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2001,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2002,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2003,27.7,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2004,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2005,52.91,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2006,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2007,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2008,134.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2009,264.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2010,22.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2011,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2012,817.5,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2013,132.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2014,337.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2015,320.15,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2016,75.51,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2017,113.9,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2018,493.6,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2019,53.9,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2020,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD nominal"
2000,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2001,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2002,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2003,38.4963,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2004,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2005,69.2648,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2006,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2007,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2008,159.1161,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2009,314.601,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2010,25.7937,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2011,0.0,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2012,910.3026,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2013,144.8626,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2014,363.9349,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2015,345.3285,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2016,80.4338,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2017,118.7966,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2018,502.545,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
2019,53.9,"Amount of United States dollars committed to public-private partnerships for infrastructure, million USD real"
