Year,Value,Series
2000,59.7997,"Proportion of population using basic drinking water services, by location (%)"
2001,60.9066,"Proportion of population using basic drinking water services, by location (%)"
2002,62.0161,"Proportion of population using basic drinking water services, by location (%)"
2003,63.1942,"Proportion of population using basic drinking water services, by location (%)"
2004,64.4218,"Proportion of population using basic drinking water services, by location (%)"
2005,65.6454,"Proportion of population using basic drinking water services, by location (%)"
2006,66.8656,"Proportion of population using basic drinking water services, by location (%)"
2007,68.0818,"Proportion of population using basic drinking water services, by location (%)"
2008,69.294,"Proportion of population using basic drinking water services, by location (%)"
2009,70.5014,"Proportion of population using basic drinking water services, by location (%)"
2010,71.7047,"Proportion of population using basic drinking water services, by location (%)"
2011,72.9034,"Proportion of population using basic drinking water services, by location (%)"
2012,74.097,"Proportion of population using basic drinking water services, by location (%)"
2013,75.2855,"Proportion of population using basic drinking water services, by location (%)"
2014,76.469,"Proportion of population using basic drinking water services, by location (%)"
2015,77.6493,"Proportion of population using basic drinking water services, by location (%)"
2016,78.8258,"Proportion of population using basic drinking water services, by location (%)"
2017,79.9985,"Proportion of population using basic drinking water services, by location (%)"
2018,81.1662,"Proportion of population using basic drinking water services, by location (%)"
2019,82.3289,"Proportion of population using basic drinking water services, by location (%)"
2020,83.4856,"Proportion of population using basic drinking water services, by location (%)"
2021,84.6361,"Proportion of population using basic drinking water services, by location (%)"
2022,85.7796,"Proportion of population using basic drinking water services, by location (%)"
2023,86.9156,"Proportion of population using basic drinking water services, by location (%)"
2024,88.0436,"Proportion of population using basic drinking water services, by location (%)"
2000,36.6398,"Proportion of population using basic sanitation services, by location (%)"
2001,37.6231,"Proportion of population using basic sanitation services, by location (%)"
2002,38.6344,"Proportion of population using basic sanitation services, by location (%)"
2003,39.7038,"Proportion of population using basic sanitation services, by location (%)"
2004,40.816,"Proportion of population using basic sanitation services, by location (%)"
2005,41.9259,"Proportion of population using basic sanitation services, by location (%)"
2006,43.0341,"Proportion of population using basic sanitation services, by location (%)"
2007,44.14,"Proportion of population using basic sanitation services, by location (%)"
2008,45.2435,"Proportion of population using basic sanitation services, by location (%)"
2009,46.3441,"Proportion of population using basic sanitation services, by location (%)"
2010,47.4423,"Proportion of population using basic sanitation services, by location (%)"
2011,48.5378,"Proportion of population using basic sanitation services, by location (%)"
2012,49.6299,"Proportion of population using basic sanitation services, by location (%)"
2013,50.7189,"Proportion of population using basic sanitation services, by location (%)"
2014,51.8046,"Proportion of population using basic sanitation services, by location (%)"
2015,52.889,"Proportion of population using basic sanitation services, by location (%)"
2016,53.9715,"Proportion of population using basic sanitation services, by location (%)"
2017,55.0521,"Proportion of population using basic sanitation services, by location (%)"
2018,56.13,"Proportion of population using basic sanitation services, by location (%)"
2019,57.2049,"Proportion of population using basic sanitation services, by location (%)"
2020,58.2764,"Proportion of population using basic sanitation services, by location (%)"
2021,59.3442,"Proportion of population using basic sanitation services, by location (%)"
2022,60.4076,"Proportion of population using basic sanitation services, by location (%)"
2023,61.4661,"Proportion of population using basic sanitation services, by location (%)"
2024,62.5196,"Proportion of population using basic sanitation services, by location (%)"
