Year,Value,Series
2000,73.9503,"Infant mortality rate (deaths per 1,000 live births)"
2001,70.5899,"Infant mortality rate (deaths per 1,000 live births)"
2002,66.3965,"Infant mortality rate (deaths per 1,000 live births)"
2003,61.8976,"Infant mortality rate (deaths per 1,000 live births)"
2004,57.5316,"Infant mortality rate (deaths per 1,000 live births)"
2005,53.535,"Infant mortality rate (deaths per 1,000 live births)"
2006,50.1031,"Infant mortality rate (deaths per 1,000 live births)"
2007,47.2543,"Infant mortality rate (deaths per 1,000 live births)"
2008,44.9038,"Infant mortality rate (deaths per 1,000 live births)"
2009,43.0566,"Infant mortality rate (deaths per 1,000 live births)"
2010,41.5234,"Infant mortality rate (deaths per 1,000 live births)"
2011,40.3027,"Infant mortality rate (deaths per 1,000 live births)"
2012,39.2914,"Infant mortality rate (deaths per 1,000 live births)"
2013,38.4728,"Infant mortality rate (deaths per 1,000 live births)"
2014,37.8304,"Infant mortality rate (deaths per 1,000 live births)"
2015,37.3036,"Infant mortality rate (deaths per 1,000 live births)"
2016,36.8254,"Infant mortality rate (deaths per 1,000 live births)"
2017,36.3101,"Infant mortality rate (deaths per 1,000 live births)"
2018,35.65,"Infant mortality rate (deaths per 1,000 live births)"
2019,34.7805,"Infant mortality rate (deaths per 1,000 live births)"
2020,33.7357,"Infant mortality rate (deaths per 1,000 live births)"
2021,32.5272,"Infant mortality rate (deaths per 1,000 live births)"
2022,31.2484,"Infant mortality rate (deaths per 1,000 live births)"
2023,30.0452,"Infant mortality rate (deaths per 1,000 live births)"
2024,28.8856,"Infant mortality rate (deaths per 1,000 live births)"
2000,28362.0,Infant deaths (number)
2001,27496.0,Infant deaths (number)
2002,26290.0,Infant deaths (number)
2003,25073.0,Infant deaths (number)
2004,23803.0,Infant deaths (number)
2005,22486.0,Infant deaths (number)
2006,21331.0,Infant deaths (number)
2007,20410.0,Infant deaths (number)
2008,19802.0,Infant deaths (number)
2009,19450.0,Infant deaths (number)
2010,19192.0,Infant deaths (number)
2011,19124.0,Infant deaths (number)
2012,19212.0,Infant deaths (number)
2013,19179.0,Infant deaths (number)
2014,18905.0,Infant deaths (number)
2015,18640.0,Infant deaths (number)
2016,18523.0,Infant deaths (number)
2017,18335.0,Infant deaths (number)
2018,17900.0,Infant deaths (number)
2019,17285.0,Infant deaths (number)
2020,16768.0,Infant deaths (number)
2021,16405.0,Infant deaths (number)
2022,16034.0,Infant deaths (number)
2023,15724.0,Infant deaths (number)
2024,15406.0,Infant deaths (number)
2000,128.8698,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2001,121.7238,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2002,113.1532,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2003,104.1581,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2004,95.5059,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2005,87.604,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2006,80.7662,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2007,74.9672,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2008,70.1016,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2009,66.1144,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2010,62.7615,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2011,59.9598,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2012,57.5524,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2013,55.493,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2014,53.7429,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2015,52.2118,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2016,50.8187,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2017,49.4425,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2018,47.9205,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2019,46.1603,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2020,44.2422,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2021,42.1677,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2022,40.0953,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2023,38.242,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2024,36.5298,"Under-five mortality rate, by sex (deaths per 1,000 live births)"
2000,48314.0,Under-five deaths (number)
2001,46457.0,Under-five deaths (number)
2002,43965.0,Under-five deaths (number)
2003,41347.0,Under-five deaths (number)
2004,38700.0,Under-five deaths (number)
2005,36106.0,Under-five deaths (number)
2006,33828.0,Under-five deaths (number)
2007,31921.0,Under-five deaths (number)
2008,30449.0,Under-five deaths (number)
2009,29361.0,Under-five deaths (number)
2010,28497.0,Under-five deaths (number)
2011,27923.0,Under-five deaths (number)
2012,27586.0,Under-five deaths (number)
2013,27192.0,Under-five deaths (number)
2014,26587.0,Under-five deaths (number)
2015,25980.0,Under-five deaths (number)
2016,25501.0,Under-five deaths (number)
2017,24931.0,Under-five deaths (number)
2018,24082.0,Under-five deaths (number)
2019,23023.0,Under-five deaths (number)
2020,22056.0,Under-five deaths (number)
2021,21240.0,Under-five deaths (number)
2022,20468.0,Under-five deaths (number)
2023,19854.0,Under-five deaths (number)
2024,19308.0,Under-five deaths (number)
