Year,Value,Series
2014,29.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2014,34.8,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2017,7.7082,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2017,8.6568,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2019,41.1,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2019,27.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - BOTHSEX
2014,25.0,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2014,34.23,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2017,7.1677,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2017,9.1251,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2019,43.5,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2019,28.0,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - FEMALE
2014,33.33,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
2014,35.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
2017,8.3353,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
2017,8.1135,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
2019,28.5,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
2019,38.2,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%) - MALE
