Year,Value,Series
2022,23.7,Total wastewater generated (million m3/year)
2022,23.7,Total wastewater generated (million m3/year)
2022,23.7,Total wastewater generated (million m3/year)
2022,15.6,Total wastewater treated (million m3/year)
2022,65.5977,"Proportion of wastewater treated, by activity and location (%)"
2022,65.5977,"Proportion of wastewater safely treated, by activity and location (%)"
2022,15.6,Total wastewater safely treated (million m3/year)
2020,14.1667,Proportion of safely treated domestic wastewater flows (%)
2022,7.7996,Proportion of safely treated domestic wastewater flows (%)
2024,17.2192,Proportion of safely treated domestic wastewater flows (%)
