Year,Value,Series
2014,1.7693,"Electronic waste collected, per capita (KG)"
2015,3.0188,"Electronic waste collected, per capita (KG)"
2016,1.4068,"Electronic waste collected, per capita (KG)"
2017,0.6766,"Electronic waste collected, per capita (KG)"
2014,1.3903,Proportion of electronic waste collected (%)
2015,2.0424,Proportion of electronic waste collected (%)
2016,0.6858,Proportion of electronic waste collected (%)
2017,0.2374,Proportion of electronic waste collected (%)
2014,25040.0009,Electronic waste collected (Tonnes)
2015,44055.0003,Electronic waste collected (Tonnes)
2016,21150.9991,Electronic waste collected (Tonnes)
2017,10470.0003,Electronic waste collected (Tonnes)
2005,41.2978,"Electronic waste generated, per capita (Kg)"
2006,35.9997,"Electronic waste generated, per capita (Kg)"
2007,56.9227,"Electronic waste generated, per capita (Kg)"
2008,72.3714,"Electronic waste generated, per capita (Kg)"
2009,94.4284,"Electronic waste generated, per capita (Kg)"
2010,121.9588,"Electronic waste generated, per capita (Kg)"
2011,155.9546,"Electronic waste generated, per capita (Kg)"
2012,94.587,"Electronic waste generated, per capita (Kg)"
2013,109.7671,"Electronic waste generated, per capita (Kg)"
2014,127.2603,"Electronic waste generated, per capita (Kg)"
2015,147.8073,"Electronic waste generated, per capita (Kg)"
2016,205.1279,"Electronic waste generated, per capita (Kg)"
2017,284.9758,"Electronic waste generated, per capita (Kg)"
2005,464000.0,Electronic waste generated (Tonnes)
2006,414000.0,Electronic waste generated (Tonnes)
2007,670000.0,Electronic waste generated (Tonnes)
2008,872000.0,Electronic waste generated (Tonnes)
2009,1165000.0,Electronic waste generated (Tonnes)
2010,1541000.0,Electronic waste generated (Tonnes)
2011,2021000.0,Electronic waste generated (Tonnes)
2012,1259000.0,Electronic waste generated (Tonnes)
2013,1505000.0,Electronic waste generated (Tonnes)
2014,1801000.0,Electronic waste generated (Tonnes)
2015,2157000.0,Electronic waste generated (Tonnes)
2016,3084000.0,Electronic waste generated (Tonnes)
2017,4410000.0,Electronic waste generated (Tonnes)
2000,392000.0,Municipal waste collected (Tonnes)
2005,465000.0,Municipal waste collected (Tonnes)
2015,788078.125,Municipal waste treated by type of treatment (Tonnes)
2015,315540.4968,Municipal waste treated by type of treatment (Tonnes)
2015,732717.2241,Municipal waste treated by type of treatment (Tonnes)
2000,1748800.049,"Total waste generation, by activity (Tonnes)"
2001,1789000.0,"Total waste generation, by activity (Tonnes)"
2002,1817000.0,"Total waste generation, by activity (Tonnes)"
2003,1848300.049,"Total waste generation, by activity (Tonnes)"
2004,1928000.0,"Total waste generation, by activity (Tonnes)"
2005,1985599.976,"Total waste generation, by activity (Tonnes)"
2006,2040800.049,"Total waste generation, by activity (Tonnes)"
2007,2097600.098,"Total waste generation, by activity (Tonnes)"
