Year,Value,Series
2000,3.52,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2000,0.5,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2001,3.84,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2001,0.65,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2002,3.92,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2002,0.72,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2003,0.59,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2003,3.81,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2004,0.92,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2004,4.44,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2005,0.78,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2005,4.63,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2006,0.59,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2006,4.44,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2007,0.85,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2007,4.98,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2008,5.25,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2008,0.87,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2009,5.39,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2009,0.93,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2010,0.91,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2010,5.46,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2011,5.78,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2011,1.23,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2012,5.66,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2012,1.1,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2013,5.99,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2013,1.1,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2014,1.44,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2014,6.67,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2015,7.5,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2015,1.64,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2016,1.73,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2016,8.14,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2017,0.97,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2017,8.01,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2018,8.49,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2018,1.14,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2019,8.3,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2019,0.94,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2020,7.97,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2020,1.31,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2021,1.48,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2021,10.14,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2022,11.32,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2022,1.65,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2023,10.49,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2023,0.6,Carbon dioxide emissions from fuel combustion (millions of tonnes)
2000,0.1139,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2001,0.1192,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2002,0.1216,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2003,0.1119,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2004,0.1246,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2005,0.1246,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2006,0.1168,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2007,0.1273,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2008,0.1295,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2009,0.1293,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2010,0.1267,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2011,0.1324,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
2012,0.1246,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2021 United States dollars)
