Year,Value,Series
2016,46.85,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2017,50.45,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2018,51.55,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2019,51.55,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2020,49.225,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2021,50.875,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2022,48.925,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2023,48.925,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2024,57.625,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2016,30.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2017,40.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2018,40.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2019,50.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2020,65.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2021,75.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2022,75.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2023,75.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2024,80.0,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2022,48.7,Open Data Inventory (ODIN) Coverage Index
2024,60.0,Open Data Inventory (ODIN) Coverage Index
