Year,Value,Series
2010,26213111.55,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2011,22943897.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2012,31040199.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2013,26778612.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2014,33135932.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2015,20551096.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2016,28512751.0,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2017,26323775.29,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2018,22841152.62,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2019,23107278.76,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2020,28407376.23,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2021,30970392.58,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2022,32917382.47,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2023,43995585.34,Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2010,192172256.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2011,262643986.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2012,319333489.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2013,318159705.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2014,288436647.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2015,319307869.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2016,378290997.0,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2017,399851871.4,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2018,354210126.5,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2019,405755200.1,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2020,455638867.9,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2021,605674482.8,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2022,608438360.1,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2023,679411368.7,Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2010,218385367.6,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2011,285587883.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2012,350373688.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2013,344938317.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2014,321572579.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2015,339858965.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2016,406803748.0,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2017,426175646.7,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2018,377051279.1,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2019,428862478.8,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2020,484046244.1,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2021,636644875.4,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2022,641355742.5,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2023,723406954.1,Total trade of tracked Environmentally Sound Technologies (current United States dollars)
