Year,Value,Series
2011,13.2,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)"
2015,7.1,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)"
2016,4.9,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)"
2017,5.8,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)"
2023,8.0,"Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)"
2011,83.2,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)
2015,87.5,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)
2016,88.9,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)
2017,80.7,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)
2023,62.4,Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)
2011,37.2,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)
2015,24.0,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)
2016,18.6,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)
2017,26.6,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)
2023,35.2,Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)
2011,35.5,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)
2015,24.3,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)
2016,19.3,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)
2017,17.5,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)
2023,22.3,Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)
