Year,Value,Series
2000,14.3352,Total government revenue (budgetary central government) as a proportion of GDP (%)
2001,13.9269,Total government revenue (budgetary central government) as a proportion of GDP (%)
2009,17.1757,Total government revenue (budgetary central government) as a proportion of GDP (%)
2010,17.5303,Total government revenue (budgetary central government) as a proportion of GDP (%)
2011,18.1728,Total government revenue (budgetary central government) as a proportion of GDP (%)
2012,18.3312,Total government revenue (budgetary central government) as a proportion of GDP (%)
2013,17.7546,Total government revenue (budgetary central government) as a proportion of GDP (%)
2014,19.8,Total government revenue (budgetary central government) as a proportion of GDP (%)
2015,21.6337,Total government revenue (budgetary central government) as a proportion of GDP (%)
2016,22.2513,Total government revenue (budgetary central government) as a proportion of GDP (%)
2017,24.5115,Total government revenue (budgetary central government) as a proportion of GDP (%)
2018,24.5569,Total government revenue (budgetary central government) as a proportion of GDP (%)
2019,24.2319,Total government revenue (budgetary central government) as a proportion of GDP (%)
2020,22.7114,Total government revenue (budgetary central government) as a proportion of GDP (%)
2021,21.9192,Total government revenue (budgetary central government) as a proportion of GDP (%)
2022,23.431,Total government revenue (budgetary central government) as a proportion of GDP (%)
2023,25.073,Total government revenue (budgetary central government) as a proportion of GDP (%)
2000,612200.0,"Total government revenue, in local currency"
2001,663800.0,"Total government revenue, in local currency"
2009,1304200.0,"Total government revenue, in local currency"
2010,1398340.0,"Total government revenue, in local currency"
2011,1525600.0,"Total government revenue, in local currency"
2012,1652900.0,"Total government revenue, in local currency"
2013,1658980.0,"Total government revenue, in local currency"
2014,1935460.0,"Total government revenue, in local currency"
2015,2273410.0,"Total government revenue, in local currency"
2016,2510710.0,"Total government revenue, in local currency"
2017,2988390.0,"Total government revenue, in local currency"
2018,3153130.0,"Total government revenue, in local currency"
2019,3322880.0,"Total government revenue, in local currency"
2020,3202540.0,"Total government revenue, in local currency"
2021,3350990.0,"Total government revenue, in local currency"
2022,4046140.0,"Total government revenue, in local currency"
2023,4746200.0,"Total government revenue, in local currency"
