Year,Value,Series
2005,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2006,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2007,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2008,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2009,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2010,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2011,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2012,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2013,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2014,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2015,0.0,Direct economic loss to cultural heritage damaged or destroyed attributed to disasters (millions of current United States dollars)
2005,58476.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2006,0.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2007,0.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2008,95040.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2009,47322.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2010,153648.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2011,154242.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2012,189552.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2013,640662.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2014,582054.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2015,0.0,Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters (current United States dollars)
2005,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2006,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2007,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2008,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2009,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2010,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2011,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2012,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2013,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2014,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2015,0.0,Direct economic loss to other damaged or destroyed productive assets attributed to disasters (current United States dollars)
2005,19.5765,Direct economic loss attributed to disasters (current United States dollars)
2006,0.516,Direct economic loss attributed to disasters (current United States dollars)
2007,1.1713,Direct economic loss attributed to disasters (current United States dollars)
2008,152.2191,Direct economic loss attributed to disasters (current United States dollars)
2009,169.4777,Direct economic loss attributed to disasters (current United States dollars)
2010,6.0523,Direct economic loss attributed to disasters (current United States dollars)
2011,3.3315,Direct economic loss attributed to disasters (current United States dollars)
2012,4.0656,Direct economic loss attributed to disasters (current United States dollars)
2013,65.5763,Direct economic loss attributed to disasters (current United States dollars)
2014,13.9531,Direct economic loss attributed to disasters (current United States dollars)
2015,0.0,Direct economic loss attributed to disasters (current United States dollars)
2005,19518000.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2006,516000.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2007,1171275.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2008,152124075.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2009,169430363.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2010,5898638.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2011,3177225.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2012,3876075.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2013,64935675.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2014,13371075.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2015,0.0,Direct economic loss in the housing sector attributed to disasters (current United States dollars)
2005,0.0018,Direct economic loss attributed to disasters relative to GDP (%)
2006,0.0,Direct economic loss attributed to disasters relative to GDP (%)
2007,0.0001,Direct economic loss attributed to disasters relative to GDP (%)
2008,0.009,Direct economic loss attributed to disasters relative to GDP (%)
2009,0.0105,Direct economic loss attributed to disasters relative to GDP (%)
2010,0.0004,Direct economic loss attributed to disasters relative to GDP (%)
2011,0.0002,Direct economic loss attributed to disasters relative to GDP (%)
2012,0.0002,Direct economic loss attributed to disasters relative to GDP (%)
2013,0.0035,Direct economic loss attributed to disasters relative to GDP (%)
2014,0.0007,Direct economic loss attributed to disasters relative to GDP (%)
2015,0.0,Direct economic loss attributed to disasters relative to GDP (%)
