Year,Value,Series
2002,58.49,Youth/adult literacy rate (%) - 15-24
2002,40.97,Youth/adult literacy rate (%) - 15-24
2002,49.12,Youth/adult literacy rate (%) - 15-24
2006,44.54,Youth/adult literacy rate (%) - 15-24
2006,58.13,Youth/adult literacy rate (%) - 15-24
2006,50.85,Youth/adult literacy rate (%) - 15-24
2009,63.35,Youth/adult literacy rate (%) - 15-24
2009,72.5,Youth/adult literacy rate (%) - 15-24
2009,54.62,Youth/adult literacy rate (%) - 15-24
2011,73.73,Youth/adult literacy rate (%) - 15-24
2011,58.74,Youth/adult literacy rate (%) - 15-24
2011,65.78,Youth/adult literacy rate (%) - 15-24
2013,56.94,Youth/adult literacy rate (%) - 15-24
2013,62.83,Youth/adult literacy rate (%) - 15-24
2013,51.15,Youth/adult literacy rate (%) - 15-24
2015,65.79,Youth/adult literacy rate (%) - 15-24
2015,56.88,Youth/adult literacy rate (%) - 15-24
2015,61.29,Youth/adult literacy rate (%) - 15-24
2016,64.52,Youth/adult literacy rate (%) - 15-24
2016,59.89,Youth/adult literacy rate (%) - 15-24
2016,69.41,Youth/adult literacy rate (%) - 15-24
2017,75.58,Youth/adult literacy rate (%) - 15-24
2017,63.5,Youth/adult literacy rate (%) - 15-24
2017,69.48,Youth/adult literacy rate (%) - 15-24
2018,66.22,Youth/adult literacy rate (%) - 15-24
2018,65.69,Youth/adult literacy rate (%) - 15-24
2018,65.96,Youth/adult literacy rate (%) - 15-24
2019,64.03,Youth/adult literacy rate (%) - 15-24
2019,68.82,Youth/adult literacy rate (%) - 15-24
2019,66.5,Youth/adult literacy rate (%) - 15-24
2023,65.6,Youth/adult literacy rate (%) - 15-24
2023,67.45,Youth/adult literacy rate (%) - 15-24
2023,69.27,Youth/adult literacy rate (%) - 15-24
2002,51.05,Youth/adult literacy rate (%) - 15-99
2002,29.25,Youth/adult literacy rate (%) - 15-99
2002,39.28,Youth/adult literacy rate (%) - 15-99
2006,32.99,Youth/adult literacy rate (%) - 15-99
